Product: Daily Heating Degree Days
Regions: CPC::Regions::ClimateDivisions
Weights: N/A
Region|20200101|20200102|20200103|20200104|20200105|20200106|20200107|20200108|20200109|20200110|20200111|20200112|20200113|20200114|20200115|20200116|20200117|20200118|20200119|20200120|20200121|20200122|20200123|20200124|20200125|20200126|20200127|20200128|20200129|20200130|20200131|20200201|20200202|20200203|20200204|20200205|20200206|20200207|20200208|20200209|20200210|20200211|20200212|20200213|20200214|20200215|20200216|20200217|20200218|20200219|20200220|20200221|20200222|20200223|20200224|20200225|20200226|20200227|20200228|20200229|20200301|20200302|20200303|20200304|20200305|20200306|20200307|20200308|20200309|20200310|20200311|20200312|20200313|20200314|20200315|20200316|20200317|20200318|20200319|20200320|20200321|20200322|20200323|20200324|20200325|20200326|20200327|20200328|20200329|20200330|20200331|20200401|20200402|20200403|20200404|20200405|20200406|20200407|20200408|20200409|20200410|20200411|20200412|20200413|20200414|20200415|20200416|20200417|20200418|20200419|20200420|20200421|20200422|20200423|20200424|20200425|20200426|20200427|20200428|20200429|20200430|20200501|20200502|20200503|20200504|20200505|20200506|20200507|20200508|20200509|20200510|20200511|20200512|20200513|20200514|20200515|20200516|20200517|20200518|20200519|20200520|20200521|20200522|20200523|20200524|20200525|20200526|20200527|20200528|20200529|20200530|20200531|20200601|20200602|20200603|20200604|20200605|20200606|20200607|20200608|20200609|20200610|20200611|20200612|20200613|20200614|20200615|20200616|20200617|20200618|20200619|20200620|20200621|20200622|20200623|20200624|20200625|20200626|20200627|20200628|20200629|20200630|20200701|20200702|20200703|20200704|20200705|20200706|20200707|20200708|20200709|20200710|20200711|20200712|20200713|20200714|20200715|20200716|20200717|20200718|20200719|20200720|20200721|20200722|20200723|20200724|20200725|20200726|20200727|20200728|20200729|20200730|20200731|20200801|20200802|20200803|20200804|20200805|20200806|20200807|20200808|20200809|20200810|20200811|20200812|20200813|20200814|20200815|20200816|20200817|20200818|20200819|20200820|20200821|20200822|20200823|20200824|20200825|20200826|20200827|20200828|20200829|20200830|20200831|20200901|20200902|20200903|20200904|20200905|20200906|20200907|20200908|20200909|20200910|20200911|20200912|20200913|20200914|20200915|20200916|20200917|20200918|20200919|20200920|20200921|20200922|20200923|20200924|20200925|20200926|20200927|20200928|20200929|20200930|20201001|20201002|20201003|20201004|20201005|20201006|20201007|20201008|20201009|20201010|20201011|20201012|20201013|20201014|20201015|20201016|20201017|20201018|20201019|20201020|20201021|20201022|20201023|20201024|20201025|20201026|20201027|20201028|20201029|20201030|20201031|20201101|20201102|20201103|20201104|20201105|20201106|20201107|20201108|20201109|20201110|20201111|20201112|20201113|20201114|20201115|20201116|20201117|20201118|20201119|20201120|20201121|20201122|20201123|20201124|20201125|20201126|20201127|20201128|20201129|20201130|20201201|20201202|20201203|20201204|20201205|20201206|20201207|20201208|20201209|20201210|20201211|20201212|20201213|20201214|20201215|20201216|20201217|20201218|20201219|20201220|20201221|20201222|20201223|20201224|20201225|20201226|20201227|20201228|20201229|20201230|20201231
101|23|17|11|16|24|19|18|21|18|7|0|15|14|7|3|10|16|14|27|40|36|32|27|20|26|26|17|21|20|18|19|18|15|10|7|4|15|28|22|19|14|10|10|16|32|26|19|17|10|18|24|30|27|24|17|14|21|27|24|21|15|11|2|9|10|16|21|15|10|3|7|1|2|4|13|14|5|0|0|0|14|12|7|0|6|0|0|0|0|5|12|14|12|7|1|0|0|0|0|0|14|12|9|9|17|18|14|6|12|12|4|3|9|5|1|1|9|10|4|0|4|5|0|0|0|0|9|11|11|14|10|11|10|1|0|0|0|0|0|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|4|0|0|0|0|4|4|3|10|9|6|6|2|0|0|0|0|0|0|1|2|1|8|13|5|0|0|0|0|0|5|4|2|1|0|1|13|11|9|20|16|12|10|6|4|0|0|0|0|6|9|8|6|17|18|17|13|9|9|9|18|18|9|13|15|16|19|25|31|29|25|22|21|21|26|28|19|14|15|8|18|25|27|25|29|29|26|20|16|19|17|22|39|31|22|16|20|11|11
102|23|17|10|13|24|18|17|21|18|6|0|12|9|6|4|7|15|14|24|37|35|31|25|17|24|26|18|20|20|18|20|18|16|11|7|1|5|26|22|19|14|6|7|9|28|25|19|16|11|16|21|28|26|24|17|12|20|26|24|20|16|12|2|9|12|16|20|15|11|6|4|0|1|2|7|9|2|0|0|0|9|10|7|0|2|1|0|0|0|2|10|14|12|6|1|0|0|0|0|0|12|11|7|6|14|17|14|7|8|12|3|3|9|6|1|0|9|10|3|0|6|5|0|0|0|0|6|11|11|13|11|10|8|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|3|0|0|0|0|2|4|2|9|8|4|3|0|0|0|0|0|0|0|0|1|0|5|12|5|0|0|0|0|0|0|0|0|0|0|0|11|10|7|19|16|12|10|4|4|0|0|0|0|4|7|7|7|16|17|17|14|10|8|8|16|17|9|7|13|12|16|23|30|28|24|19|21|21|25|28|20|16|15|10|12|20|25|23|28|28|25|19|15|17|17|18|37|31|24|19|18|11|9
103|22|11|8|12|22|15|15|21|17|4|0|12|9|3|2|3|9|11|20|33|35|30|24|18|22|22|15|17|17|18|18|16|14|9|5|0|8|24|18|16|11|3|4|9|25|22|18|13|5|14|18|26|25|22|14|10|18|24|21|17|13|8|0|8|9|14|18|13|8|1|3|0|0|0|2|3|0|0|0|0|6|8|2|0|0|0|0|0|0|0|7|10|9|4|0|0|0|0|0|0|8|10|5|5|12|15|12|5|5|9|1|1|7|3|0|0|5|8|2|0|4|3|0|0|0|0|2|9|8|11|8|7|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|3|1|7|7|4|1|0|0|0|0|0|0|0|0|1|0|3|11|2|0|0|0|0|0|0|1|0|0|0|0|10|9|6|17|14|11|9|3|2|0|0|0|0|2|5|4|6|14|15|14|13|9|7|6|13|15|7|7|11|10|14|21|29|26|23|17|19|21|23|25|18|13|13|5|12|18|24|22|26|27|23|16|13|15|14|18|34|28|21|15|15|7|6
104|22|14|7|10|23|17|14|20|18|5|0|10|7|3|4|4|12|13|20|33|34|30|23|15|23|24|16|19|19|18|20|17|16|10|4|0|2|24|22|18|13|4|4|5|24|23|18|15|8|13|18|26|25|23|16|10|20|24|24|19|16|11|2|9|12|15|19|15|10|6|3|0|0|0|2|5|0|0|0|0|3|9|4|0|0|0|0|0|0|1|7|13|10|5|0|0|0|0|0|0|9|11|5|3|10|14|13|7|4|12|2|4|9|5|0|0|7|9|2|0|6|5|0|0|0|0|4|11|10|12|10|8|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|1|4|1|8|7|4|1|0|0|0|0|0|0|0|0|0|0|3|11|3|0|0|0|0|0|0|0|0|0|0|0|10|9|5|18|15|11|9|3|4|0|0|0|0|2|4|6|6|16|16|16|14|10|8|6|13|16|8|3|11|8|13|20|30|27|23|17|20|22|24|27|20|15|14|8|9|15|23|21|27|27|25|16|14|16|16|15|35|31|24|20|16|11|10
105|21|10|2|8|21|16|13|18|16|3|0|8|4|1|3|1|9|12|14|30|32|28|23|13|22|23|16|18|19|18|20|18|16|10|5|0|0|23|22|17|10|1|0|2|20|21|19|13|6|9|15|24|23|22|14|7|17|22|22|18|15|11|2|7|12|14|18|14|9|6|3|0|0|0|0|0|0|0|0|0|0|7|2|0|0|0|0|0|0|0|3|11|9|5|0|0|0|0|0|0|5|10|4|1|6|12|12|6|1|10|1|3|7|5|1|0|3|7|1|1|6|5|0|0|0|0|0|9|8|10|7|7|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|1|4|0|6|7|4|1|0|0|0|0|0|0|0|0|0|0|2|10|3|0|0|0|0|0|0|0|0|0|0|0|8|8|3|15|14|10|7|1|1|0|0|0|0|0|2|5|4|14|14|14|14|9|7|5|10|14|6|0|7|5|10|17|29|25|21|16|19|20|21|25|19|13|13|7|6|10|21|21|26|26|23|16|14|15|15|14|33|30|23|19|13|10|9
106|20|8|4|8|20|14|12|18|15|3|0|9|4|0|0|0|6|8|14|28|31|28|22|13|21|21|14|16|18|17|17|15|14|9|5|0|0|22|18|12|7|0|0|2|19|19|16|9|1|7|12|23|23|19|11|6|14|21|20|15|13|6|0|6|9|12|16|11|7|2|1|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|7|6|2|0|0|0|0|0|0|3|9|0|0|7|11|10|4|0|4|0|0|3|1|0|0|1|5|0|0|3|2|0|0|0|0|0|8|6|8|5|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|4|5|2|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|7|8|3|14|13|9|6|0|0|0|0|0|0|0|1|2|1|13|13|13|12|7|5|3|9|13|4|1|4|4|8|17|27|24|20|15|18|18|19|23|16|12|11|4|7|12|21|20|25|25|21|16|11|13|13|13|30|27|21|16|11|5|5
107|18|6|0|6|19|14|13|17|14|2|0|5|0|0|0|0|5|6|9|25|30|27|20|10|19|21|14|15|18|15|16|14|14|9|4|0|0|19|16|9|4|0|0|0|15|17|16|7|0|1|8|19|21|17|9|3|11|20|19|14|12|4|0|0|7|9|14|10|6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|6|2|0|0|0|0|0|0|0|6|0|0|1|7|6|2|0|0|0|0|0|0|0|0|0|3|0|0|1|2|0|0|0|0|0|5|3|4|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|1|3|2|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|7|6|1|11|12|8|4|0|0|0|0|0|0|0|0|0|0|9|10|11|11|5|3|1|6|11|3|0|0|1|4|14|25|22|18|12|16|15|17|21|15|11|10|3|2|6|17|17|23|23|20|15|10|12|12|8|28|26|21|15|11|5|3
108|15|2|0|5|17|12|11|17|12|2|0|5|1|0|0|0|4|2|7|23|29|25|17|8|17|20|12|14|16|14|14|12|13|9|1|0|0|19|13|6|0|0|0|0|15|14|14|6|0|0|6|19|19|15|6|2|10|19|17|13|11|1|0|0|5|7|13|8|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|4|0|0|0|0|0|0|0|0|4|0|0|2|7|4|1|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|3|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|9|5|0|9|10|7|4|0|0|0|0|0|0|0|0|0|0|7|8|9|8|2|0|0|5|8|0|0|0|0|2|15|24|21|13|8|16|14|16|19|13|11|8|1|2|9|18|15|23|22|18|12|11|11|10|5|26|25|19|13|9|1|0
201|23|21|19|18|18|18|17|18|20|23|24|23|21|19|18|17|18|19|17|16|16|18|17|16|16|16|17|18|21|20|18|14|13|25|34|33|26|18|16|20|18|23|23|22|20|19|16|15|18|18|17|15|19|18|17|21|20|17|14|14|16|19|16|13|11|10|9|12|13|15|11|11|18|16|13|14|16|22|22|21|18|16|17|15|15|18|24|21|19|15|12|8|10|13|11|10|10|11|12|18|17|13|11|11|14|13|8|7|11|8|6|8|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|8|2|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|2|23|21|13|8|5|4|1|0|0|0|0|0|6|24|26|26|21|18|16|16|12|9|6|5|6|10|9|10|14|19|20|23|24|22|20|18|19|24|23|22|20|18|16|13|13|18|21|24|28|28|27|24|25|24|23|20|15|16|26|27|22|21|23|24|27|26|28
